patent_number,topic,topic_label,app_year,country_code
CN121788566A,51,T51,2025,CN
CN121793060A,52,T52,2025,CN
CN224074361U,-1,Noise,2025,CN
CN224075659U,0,T0,2025,CN
CN224077963U,18,T18,2025,CN
CN224083327U,12,T12,2025,CN
IN202521012377A,8,T8,2025,IN
IN202641013775A,-1,Noise,2026,IN
IN202641016802A,8,T8,2026,IN
WO2026065373A1,15,T15,2024,Other
WO2026065895A1,37,T37,2025,Other
EP4010659B1,-1,Noise,2019,Other
TWI920906B,19,T19,2024,Other
TWM681730U,-1,Noise,2025,Other
CN119821068B,1,T1,2025,CN
CN121083647B,32,T32,2025,CN
CN121156985B,1,T1,2025,CN
CN121179441B,6,T6,2025,CN
CN121212193B,5,T5,2025,CN
CN121267989B,-1,Noise,2025,CN
CN121447655B,57,T57,2026,CN
CN121492057B,57,T57,2026,CN
CN121756299A,40,T40,2026,CN
CN121756330A,1,T1,2025,CN
CN121756339A,1,T1,2025,CN
CN121756354A,-1,Noise,2026,CN
CN121756358A,-1,Noise,2026,CN
CN121757299A,19,T19,2026,CN
CN121762967A,-1,Noise,2025,CN
CN121763055A,-1,Noise,2025,CN
CN121764080A,15,T15,2025,CN
CN121764108A,15,T15,2025,CN
CN121767901A,56,T56,2025,CN
CN121768043A,41,T41,2025,CN
CN224059839U,-1,Noise,2025,CN
CN224061076U,0,T0,2025,CN
LU603386B1,-1,Noise,2025,Other
CN115705703B,50,T50,2021,CN
CN116852352B,-1,Noise,2023,CN
CN117103261B,65,T65,2023,CN
CN120451488B,-1,Noise,2025,CN
CN120687743B,17,T17,2025,CN
CN120862689B,-1,Noise,2025,CN
CN121143869B,17,T17,2025,CN
CN121163545B,6,T6,2025,CN
CN121459412B,26,T26,2026,CN
CN121492069B,47,T47,2026,CN
CN121535720B,1,T1,2026,CN
CN121589818B,44,T44,2026,CN
CN121732752A,36,T36,2025,CN
CN121733500A,-1,Noise,2026,CN
CN121733532A,6,T6,2025,CN
CN121733555A,3,T3,2025,CN
CN121733556A,1,T1,2025,CN
CN121733562A,3,T3,2026,CN
CN121733581A,16,T16,2026,CN
CN121733582A,17,T17,2026,CN
CN121733612A,13,T13,2026,CN
CN121734546A,37,T37,2026,CN
CN121736750A,66,T66,2025,CN
CN121740003A,-1,Noise,2025,CN
CN121740007A,-1,Noise,2026,CN
CN121742308A,3,T3,2025,CN
CN121745152A,5,T5,2025,CN
CN121746555A,68,T68,2026,CN
CN121746593A,-1,Noise,2025,CN
CN121746837A,56,T56,2025,CN
CN121750997A,52,T52,2026,CN
CN224043790U,4,T4,2025,CN
CN224043818U,-1,Noise,2025,CN
CN224043824U,0,T0,2025,CN
IN202611015954A,8,T8,2026,IN
IN202621015364A,-1,Noise,2026,IN
CN118023798B,36,T36,2024,CN
CN121267943B,5,T5,2025,CN
CN121267944B,57,T57,2025,CN
CN121468592B,57,T57,2026,CN
CN121523059B,6,T6,2026,CN
CN121716023A,0,T0,2026,CN
CN121716036A,10,T10,2025,CN
CN121716066A,-1,Noise,2026,CN
CN121716074A,19,T19,2026,CN
CN121716095A,5,T5,2026,CN
CN121716118A,49,T49,2025,CN
CN121716126A,-1,Noise,2026,CN
CN121716127A,47,T47,2026,CN
CN121721735A,30,T30,2026,CN
CN121721972A,6,T6,2026,CN
CN121722017A,3,T3,2025,CN
CN121724724A,35,T35,2025,CN
CN121726660A,-1,Noise,2025,CN
CN224024218U,11,T11,2025,CN
CN121067747B,30,T30,2025,CN
CN121200084B,47,T47,2025,CN
CN121245866B,17,T17,2025,CN
CN121374662B,1,T1,2025,CN
CN121411291B,1,T1,2025,CN
CN121411292B,10,T10,2025,CN
CN121696947A,5,T5,2025,CN
CN121696985A,1,T1,2026,CN
CN121697000A,2,T2,2025,CN
CN121697028A,10,T10,2025,CN
CN121697382A,0,T0,2025,CN
CN121697767A,0,T0,2025,CN
CN121701626A,-1,Noise,2026,CN
CN121702728A,20,T20,2026,CN
CN121704173A,17,T17,2025,CN
CN121704503A,74,T74,2024,CN
CN121704509A,33,T33,2025,CN
CN121704883A,32,T32,2026,CN
CN121706840A,2,T2,2026,CN
CN121708231A,33,T33,2025,CN
CN121710572A,-1,Noise,2025,CN
IN202641012362A,48,T48,2026,IN
IN202641028164A,21,T21,2026,IN
US20260077484A1,-1,Noise,2024,US
US20260077485A1,-1,Noise,2025,US
US20260077497A1,38,T38,2025,US
US20260080036A1,21,T21,2025,US
US20260082121A1,-1,Noise,2024,US
WO2026060354A1,70,T70,2025,Other
KR1020260038844A,17,T17,2025,KR
KR1020260038845A,-1,Noise,2025,KR
KR1020260038846A,17,T17,2025,KR
KR1020260038847A,-1,Noise,2025,KR
CN115359405B,43,T43,2022,CN
CN120538534B,6,T6,2025,CN
CN120773051B,1,T1,2025,CN
CN120962662B,10,T10,2025,CN
CN121361103B,1,T1,2025,CN
CN121394963B,49,T49,2025,CN
CN121459816B,2,T2,2025,CN
CN121515221B,1,T1,2026,CN
CN121669965A,66,T66,2025,CN
CN121670599A,4,T4,2026,CN
CN121670606A,32,T32,2026,CN
CN121670626A,1,T1,2025,CN
CN121670745A,16,T16,2025,CN
CN121670746A,16,T16,2025,CN
CN121671761A,37,T37,2025,CN
CN121671770A,-1,Noise,2025,CN
CN121677735A,27,T27,2026,CN
CN121678003A,-1,Noise,2025,CN
CN121678033A,1,T1,2026,CN
CN121680044A,-1,Noise,2025,CN
CN121680153A,32,T32,2025,CN
CN121680167A,5,T5,2025,CN
CN121680399A,-1,Noise,2025,CN
CN121680439A,-1,Noise,2025,CN
CN121680475A,67,T67,2026,CN
CN121682451A,15,T15,2026,CN
CN121686287A,54,T54,2025,CN
CN121686519A,-1,Noise,2025,CN
CN121686550A,26,T26,2026,CN
CN121689409A,49,T49,2025,CN
CN121691496A,-1,Noise,2025,CN
CN223999641U,9,T9,2026,CN
JP7831825B2,4,T4,2022,JP
KR1020260037630A,-1,Noise,2026,KR
CN117011378B,15,T15,2023,CN
CN120873640B,47,T47,2025,CN
CN121649957A,12,T12,2025,CN
CN121650006A,1,T1,2026,CN
CN121650025A,6,T6,2026,CN
CN121650030A,1,T1,2026,CN
CN121650591A,-1,Noise,2026,CN
CN121655500A,27,T27,2025,CN
CN121657086A,-1,Noise,2025,CN
CN121657435A,5,T5,2025,CN
CN121657659A,-1,Noise,2025,CN
CN121657718A,3,T3,2025,CN
CN121657722A,10,T10,2025,CN
CN121659991A,5,T5,2026,CN
CN121660920A,15,T15,2025,CN
CN121661700A,2,T2,2026,CN
CN121661771A,29,T29,2024,CN
CN121662528A,-1,Noise,2026,CN
CN223990086U,0,T0,2025,CN
IN202431067769A,29,T29,2024,IN
IN202641024867A,21,T21,2026,IN
IN202641024899A,-1,Noise,2026,IN
JP2026046233A,40,T40,2024,JP
JP2026044480A,20,T20,2024,JP
US20260070212A1,34,T34,2025,US
US20260072450A1,30,T30,2024,US
CN119975603B,9,T9,2025,CN
CN121403422B,57,T57,2025,CN
CN121424414B,5,T5,2025,CN
CN121625090A,32,T32,2025,CN
CN121625117A,28,T28,2025,CN
CN121625136A,1,T1,2025,CN
CN121625147A,1,T1,2025,CN
CN121625157A,10,T10,2026,CN
CN121625158A,-1,Noise,2026,CN
CN121625184A,2,T2,2025,CN
CN121625230A,-1,Noise,2025,CN
CN121626046A,-1,Noise,2026,CN
CN121626324A,0,T0,2026,CN
CN121626325A,9,T9,2026,CN
CN121626326A,37,T37,2026,CN
CN121632129A,27,T27,2025,CN
CN121635000A,1,T1,2025,CN
CN121635338A,5,T5,2025,CN
CN121635434A,33,T33,2025,CN
CN121635435A,5,T5,2025,CN
CN121635478A,-1,Noise,2025,CN
CN121635554A,1,T1,2025,CN
CN121639648A,30,T30,2025,CN
CN121640520A,41,T41,2025,CN
CN223981815U,-1,Noise,2025,CN
CN121447710B,-1,Noise,2026,CN
CN121608127A,12,T12,2026,CN
CN121608155A,1,T1,2025,CN
CN121608821A,-1,Noise,2025,CN
CN121608822A,37,T37,2026,CN
CN121612315A,33,T33,2026,CN
CN121613756A,-1,Noise,2026,CN
CN121615680A,17,T17,2025,CN
IN202641020606A,70,T70,2026,IN
US20260061611A1,44,T44,2025,US
US20260061625A1,-1,Noise,2025,US
WO2026047629A1,-1,Noise,2025,Other
WO2026048719A1,40,T40,2025,Other
CN116690557B,-1,Noise,2023,CN
CN119115940B,5,T5,2024,CN
CN121589798A,35,T35,2025,CN
CN121589818A,44,T44,2026,CN
CN121590664A,0,T0,2025,CN
CN121596874A,-1,Noise,2025,CN
CN121600201A,56,T56,2025,CN
CN121600695A,-1,Noise,2024,CN
CN223961292U,-1,Noise,2025,CN
CN117140542B,2,T2,2023,CN
CN117141611B,3,T3,2023,CN
CN120735021B,17,T17,2025,CN
CN120805549B,20,T20,2025,CN
CN120979671B,38,T38,2025,CN
CN121069743B,5,T5,2025,CN
CN121224725B,7,T7,2025,CN
CN121572259A,32,T32,2025,CN
CN121572325A,-1,Noise,2026,CN
CN121572328A,1,T1,2026,CN
CN121572351A,4,T4,2026,CN
CN121572361A,-1,Noise,2025,CN
CN121573085A,0,T0,2026,CN
CN121578654A,5,T5,2026,CN
CN121580141A,47,T47,2026,CN
CN121580848A,-1,Noise,2025,CN
CN223947923U,13,T13,2025,CN
CN223947924U,-1,Noise,2025,CN
CN223949242U,0,T0,2025,CN
CN223949244U,13,T13,2025,CN
US20260054369A1,-1,Noise,2025,US
US20260054379A1,-1,Noise,2025,US
EP4599995B1,-1,Noise,2024,Other
EP4698351A2,2,T2,2024,Other
CN116946280B,0,T0,2023,CN
CN120578041B,28,T28,2025,CN
CN121069800B,6,T6,2025,CN
CN121552315A,1,T1,2025,CN
CN121552375A,17,T17,2025,CN
CN121552383A,3,T3,2026,CN
CN121552442A,-1,Noise,2025,CN
CN121552444A,32,T32,2025,CN
CN121552445A,32,T32,2026,CN
CN121553273A,2,T2,2025,CN
CN121558023A,38,T38,2025,CN
CN121562404A,5,T5,2025,CN
CN121568191A,44,T44,2025,CN
CN223933636U,-1,Noise,2025,CN
CN223934846U,37,T37,2025,CN
JP2026031287A,11,T11,2024,JP
US12558801B2,-1,Noise,2023,US
IN202641014325A,22,T22,2026,IN
IN202641015026A,21,T21,2026,IN
KZ37827B,71,T71,2024,Other
US20260048506A1,-1,Noise,2025,US
EP4696465A1,-1,Noise,2024,Other
EP4696468A2,-1,Noise,2022,Other
CN115933628B,27,T27,2022,CN
CN116946390B,0,T0,2023,CN
CN121105040B,1,T1,2025,CN
CN121375984B,0,T0,2025,CN
CN121535720A,1,T1,2026,CN
CN121535742A,1,T1,2025,CN
CN121535750A,1,T1,2025,CN
CN121535790A,-1,Noise,2025,CN
CN121541463A,6,T6,2025,CN
CN121541648A,15,T15,2026,CN
CN121544855A,-1,Noise,2025,CN
CN121547747A,44,T44,2026,CN
US12552034B2,22,T22,2022,US
US12552038B1,38,T38,2024,US
CN111389026B,11,T11,2020,CN
CN120807727B,68,T68,2025,CN
CN120985675B,1,T1,2025,CN
CN120991885B,27,T27,2025,CN
CN121061903B,5,T5,2025,CN
CN121105047B,32,T32,2025,CN
CN121163530B,27,T27,2025,CN
CN121277188B,1,T1,2025,CN
CN121514170A,-1,Noise,2025,CN
CN121515156A,-1,Noise,2025,CN
CN121515160A,-1,Noise,2025,CN
CN121515181A,1,T1,2025,CN
CN121515206A,1,T1,2025,CN
CN121515211A,6,T6,2025,CN
CN121515221A,1,T1,2026,CN
CN121515248A,-1,Noise,2026,CN
CN121516134A,9,T9,2025,CN
CN121520929A,52,T52,2025,CN
CN121521112A,-1,Noise,2025,CN
CN121522574A,2,T2,2025,CN
CN121523030A,-1,Noise,2025,CN
CN121523059A,6,T6,2026,CN
CN121523385A,3,T3,2025,CN
CN121527069A,6,T6,2025,CN
CN121527121A,26,T26,2025,CN
CN121527122A,26,T26,2025,CN
CN121528482A,-1,Noise,2025,CN
CN223903975U,-1,Noise,2025,CN
CN223912268U,49,T49,2025,CN
IN202541124066A,21,T21,2025,IN
WO2026035805A1,38,T38,2025,Other
EP4691698A1,74,T74,2023,Other
EP4691708A1,25,T25,2024,Other
CN117125167B,0,T0,2023,CN
CN121061906B,-1,Noise,2025,CN
CN121223868B,-1,Noise,2025,CN
CN121491998A,12,T12,2025,CN
CN121492014A,10,T10,2025,CN
CN121492023A,38,T38,2025,CN
CN121492064A,10,T10,2026,CN
CN121492065A,1,T1,2026,CN
CN121492069A,47,T47,2026,CN
CN121492070A,5,T5,2026,CN
CN121492078A,0,T0,2025,CN
CN121492079A,0,T0,2026,CN
CN121492102A,-1,Noise,2025,CN
CN121492103A,-1,Noise,2025,CN
CN121492124A,-1,Noise,2026,CN
CN121492126A,5,T5,2026,CN
CN121499736A,20,T20,2024,CN
CN121500982A,33,T33,2026,CN
CN121501008A,15,T15,2025,CN
CN121503548A,35,T35,2024,CN
CN121505377A,5,T5,2025,CN
CN120056123B,5,T5,2025,CN
CN120862748B,-1,Noise,2025,CN
CN121132701B,28,T28,2025,CN
CN121464838A,39,T39,2025,CN
CN121468487A,-1,Noise,2025,CN
CN121468516A,-1,Noise,2025,CN
CN121468518A,2,T2,2025,CN
CN121468521A,27,T27,2025,CN
CN121468522A,5,T5,2025,CN
CN121468564A,71,T71,2025,CN
CN121468577A,-1,Noise,2025,CN
CN121468592A,57,T57,2026,CN
CN121468602A,10,T10,2026,CN
CN121468612A,-1,Noise,2025,CN
CN121468616A,4,T4,2025,CN
CN121468627A,4,T4,2025,CN
CN121468646A,13,T13,2025,CN
CN121468674A,-1,Noise,2025,CN
CN121469202A,0,T0,2025,CN
CN121469757A,0,T0,2025,CN
CN121475168A,10,T10,2025,CN
CN121477902A,2,T2,2026,CN
CN121477950A,3,T3,2025,CN
CN121477955A,-1,Noise,2025,CN
CN121477956A,5,T5,2025,CN
CN121479665A,15,T15,2025,CN
CN121480731A,-1,Noise,2025,CN
CN121483768A,36,T36,2025,CN
CN121485372A,-1,Noise,2026,CN
CN223876997U,-1,Noise,2024,CN
CN223878118U,-1,Noise,2025,CN
IN202641000645A,1,T1,2026,IN
US20260034683A1,-1,Noise,2025,US
WO2026025420A1,8,T8,2024,Other
WO2026026989A1,9,T9,2025,Other
EP4686379A1,-1,Noise,2023,Other
CN115775257B,-1,Noise,2021,CN
CN116088546B,-1,Noise,2022,CN
CN119644827B,44,T44,2024,CN
CN119672114B,35,T35,2024,CN
CN120277963B,1,T1,2025,CN
CN120862690B,5,T5,2025,CN
CN120993711B,6,T6,2025,CN
CN121200037B,57,T57,2025,CN
CN121447588A,9,T9,2025,CN
CN121447591A,-1,Noise,2025,CN
CN121447603A,4,T4,2025,CN
CN121447613A,15,T15,2025,CN
CN121447617A,-1,Noise,2025,CN
CN121447647A,57,T57,2025,CN
CN121447655A,57,T57,2026,CN
CN121447687A,-1,Noise,2025,CN
CN121447710A,-1,Noise,2026,CN
CN121448540A,9,T9,2025,CN
CN121454954A,3,T3,2025,CN
CN121455036A,-1,Noise,2025,CN
CN121455194A,-1,Noise,2025,CN
CN121455195A,-1,Noise,2025,CN
CN121455197A,-1,Noise,2025,CN
CN121455208A,38,T38,2025,CN
CN121459412A,26,T26,2026,CN
CN121459815A,2,T2,2025,CN
CN121459816A,2,T2,2025,CN
CN121460273A,-1,Noise,2025,CN
CN223864997U,9,T9,2025,CN
US12539621B1,4,T4,2025,US
KR102922421B1,-1,Noise,2024,KR
KR102921123B1,-1,Noise,2023,KR
CN116985110B,45,T45,2022,CN
CN120386385B,3,T3,2025,CN
CN120928375B,27,T27,2025,CN
CN120962680B,-1,Noise,2025,CN
CN120993921B,5,T5,2025,CN
CN121115523B,5,T5,2025,CN
CN121424378A,35,T35,2025,CN
CN121424380A,-1,Noise,2025,CN
CN121424382A,-1,Noise,2025,CN
CN121424399A,-1,Noise,2025,CN
CN121424414A,5,T5,2025,CN
CN121424441A,19,T19,2025,CN
CN121424456A,12,T12,2025,CN
CN121430571A,3,T3,2025,CN
CN121432023A,1,T1,2025,CN
CN121432930A,-1,Noise,2025,CN
CN121433294A,-1,Noise,2025,CN
CN121433297A,33,T33,2025,CN
CN121433794A,2,T2,2025,CN
CN121436022A,42,T42,2025,CN
CN121436027A,5,T5,2025,CN
CN121438818A,2,T2,2025,CN
CN121442067A,-1,Noise,2025,CN
CN223849299U,0,T0,2025,CN
IN202521118909A,-1,Noise,2025,IN
IN202541133607A,8,T8,2025,IN
IN202641003589A,-1,Noise,2026,IN
IN202641005878A,19,T19,2026,IN
US20260028073A1,9,T9,2025,US
WO2026022842A1,14,T14,2025,Other
WO2026024572A1,9,T9,2025,Other
WO2026024785A1,38,T38,2025,Other
EP4101376B1,-1,Noise,2020,Other
JP2026013337A,28,T28,2024,JP
EP4101376C0,-1,Noise,2020,Other
CN120063317B,15,T15,2025,CN
CN120909299B,33,T33,2025,CN
CN121075330B,65,T65,2025,CN
CN121403356A,5,T5,2025,CN
CN121403374A,-1,Noise,2025,CN
CN121403379A,1,T1,2025,CN
CN121403406A,28,T28,2025,CN
CN121403422A,57,T57,2025,CN
CN121403438A,0,T0,2025,CN
CN121409605A,16,T16,2025,CN
CN121411264A,15,T15,2025,CN
CN121411291A,1,T1,2025,CN
CN121411292A,10,T10,2025,CN
CN121411344A,10,T10,2025,CN
CN121411440A,27,T27,2025,CN
CN121411476A,1,T1,2025,CN
CN121413824A,-1,Noise,2025,CN
CN121414777A,26,T26,2025,CN
CN121417592A,-1,Noise,2025,CN
CN223834516U,13,T13,2025,CN
CN223837853U,18,T18,2025,CN
CN120839819B,4,T4,2025,CN
CN121374573A,-1,Noise,2025,CN
CN121374580A,10,T10,2025,CN
CN121374584A,5,T5,2025,CN
CN121374596A,-1,Noise,2025,CN
CN121374652A,65,T65,2025,CN
CN121374657A,28,T28,2025,CN
CN121374662A,1,T1,2025,CN
CN121374680A,20,T20,2025,CN
CN121374700A,12,T12,2025,CN
CN121374718A,12,T12,2025,CN
CN121375982A,9,T9,2025,CN
CN121375983A,9,T9,2025,CN
CN121375984A,0,T0,2025,CN
CN121386402A,38,T38,2025,CN
CN121386792A,1,T1,2025,CN
CN121389371A,-1,Noise,2025,CN
CN121389372A,3,T3,2025,CN
CN121390127A,5,T5,2025,CN
CN121391718A,10,T10,2025,CN
CN121391992A,35,T35,2025,CN
CN121392348A,27,T27,2025,CN
CN121394963A,49,T49,2025,CN
CN121397170A,2,T2,2025,CN
CN121397811A,-1,Noise,2025,CN
CN223827076U,-1,Noise,2025,CN
WO2026016316A1,57,T57,2024,Other
TR2025022132A2,-1,Noise,2025,Other
TR2025022226A2,-1,Noise,2025,Other
TR2024013843Y,14,T14,2024,Other
CN116605327B,0,T0,2023,CN
CN120839820B,4,T4,2025,CN
CN121361072A,-1,Noise,2025,CN
CN121361093A,-1,Noise,2025,CN
CN121361103A,1,T1,2025,CN
CN121361114A,4,T4,2025,CN
CN121361415A,30,T30,2025,CN
US12528428B2,-1,Noise,2019,US
KR102915951B1,-1,Noise,2025,KR
CN119647082B,16,T16,2024,CN
CN121339846A,13,T13,2025,CN
CN121340207A,-1,Noise,2025,CN
CN121340233A,17,T17,2025,CN
CN121340239A,10,T10,2025,CN
CN121340271A,5,T5,2025,CN
CN121340275A,-1,Noise,2025,CN
CN121340353A,19,T19,2025,CN
CN121341216A,7,T7,2025,CN
CN121341317A,9,T9,2025,CN
CN121348993A,10,T10,2025,CN
CN121349099A,5,T5,2025,CN
CN121353818A,32,T32,2025,CN
CN121354158A,50,T50,2024,CN
CN121355080A,36,T36,2025,CN
CN223802594U,-1,Noise,2025,CN
CN223802618U,13,T13,2025,CN
IN202411051997A,39,T39,2024,IN
JP7800578B2,56,T56,2024,JP
JP7799289B2,56,T56,2024,JP
US20260016809A1,32,T32,2024,US
CN120538863B,-1,Noise,2025,CN
CN121315374A,36,T36,2025,CN
CN121315902A,0,T0,2025,CN
CN121315905A,-1,Noise,2025,CN
CN121315910A,9,T9,2025,CN
CN121315911A,9,T9,2025,CN
CN121315975A,6,T6,2025,CN
CN121316019A,12,T12,2025,CN
CN121323604A,15,T15,2025,CN
CN121324021A,16,T16,2024,CN
CN121325685A,44,T44,2025,CN
CN121325705A,15,T15,2025,CN
CN121325859A,1,T1,2025,CN
CN121327585A,27,T27,2025,CN
CN121332123A,-1,Noise,2025,CN
CN223791608U,0,T0,2025,CN
KR1020260005652A,-1,Noise,2024,KR
CN119283017B,1,T1,2024,CN
CN121005059B,-1,Noise,2025,CN
CN121290403A,5,T5,2025,CN
CN121290419A,65,T65,2025,CN
CN121290486A,9,T9,2025,CN
CN121290511A,-1,Noise,2025,CN
CN121291630A,9,T9,2024,CN
CN121293720A,66,T66,2025,CN
CN121300151A,40,T40,2025,CN
CN121300379A,-1,Noise,2025,CN
CN121300450A,27,T27,2025,CN
CN121300473A,3,T3,2025,CN
CN121300636A,-1,Noise,2025,CN
CN121300983A,32,T32,2025,CN
CN121302105A,2,T2,2025,CN
CN121308227A,64,T64,2025,CN
CN121308436A,-1,Noise,2025,CN
CN121309960A,26,T26,2025,CN
CN121311401A,7,T7,2024,CN
CN223778460U,0,T0,2025,CN
IN202521117257A,-1,Noise,2025,IN
US20260010164A1,40,T40,2025,US
US20260010166A1,-1,Noise,2025,US
US20260010411A1,21,T21,2025,US
WO2026009036A2,7,T7,2025,Other
WO2026009134A1,17,T17,2025,Other
EP4673895A1,61,T61,2024,Other
CN119088013B,3,T3,2024,CN
CN120080929B,12,T12,2025,CN
CN120645210B,-1,Noise,2025,CN
CN120715919B,1,T1,2025,CN
CN120755910B,12,T12,2025,CN
CN120886273B,27,T27,2025,CN
CN120928029B,-1,Noise,2025,CN
CN121265248A,24,T24,2025,CN
CN121267313A,36,T36,2025,CN
CN121267943A,5,T5,2025,CN
CN121267988A,13,T13,2025,CN
CN121267989A,-1,Noise,2025,CN
CN121268999A,0,T0,2025,CN
CN121269000A,0,T0,2025,CN
CN121274987A,7,T7,2025,CN
CN121275014A,-1,Noise,2025,CN
CN121277101A,27,T27,2025,CN
CN121277188A,1,T1,2025,CN
CN121277211A,27,T27,2024,CN
CN121281361A,-1,Noise,2025,CN
US12515320B2,-1,Noise,2021,US
US12515337B2,22,T22,2023,US
CN116966069B,48,T48,2023,CN
CN120307284B,-1,Noise,2025,CN
CN120696999B,17,T17,2025,CN
CN120837872B,60,T60,2025,CN
CN120927336B,59,T59,2025,CN
CN121245797A,10,T10,2025,CN
CN121245822A,-1,Noise,2025,CN
CN121245832A,32,T32,2025,CN
CN121245855A,4,T4,2025,CN
CN121245866A,17,T17,2025,CN
CN121245900A,12,T12,2025,CN
CN121245908A,-1,Noise,2025,CN
CN121257304A,47,T47,2025,CN
CN121259559A,15,T15,2025,CN
CN121259873A,41,T41,2025,CN
CN121260151A,2,T2,2025,CN
CN121262482A,10,T10,2025,CN
IN202511116042A,2,T2,2025,IN
IN202521121447A,2,T2,2025,IN
IN202541121024A,8,T8,2025,IN
IN202541122173A,2,T2,2025,IN
IN202541126795A,42,T42,2025,IN
IN202541127850A,19,T19,2025,IN
IN202541127855A,12,T12,2025,IN
IN202541128108A,2,T2,2025,IN
IN202541129112A,-1,Noise,2025,IN
WO2026000112A1,61,T61,2024,Other
WO2026003741A2,-1,Noise,2025,Other
TW202601568A,-1,Noise,2024,Other
DE202023003080U1,0,T0,2023,DE
CN116843924B,51,T51,2023,CN
CN121223770A,-1,Noise,2025,CN
CN121223773A,5,T5,2025,CN
CN121223774A,1,T1,2025,CN
CN121223818A,-1,Noise,2025,CN
CN121223864A,47,T47,2025,CN
CN121223868A,-1,Noise,2025,CN
CN121224725A,7,T7,2025,CN
CN121224738A,3,T3,2025,CN
CN121232829A,10,T10,2025,CN
CN121232883A,73,T73,2025,CN
CN121233947A,17,T17,2025,CN
CN121234739A,17,T17,2025,CN
CN121235692A,42,T42,2025,CN
US12508706B2,-1,Noise,2023,US
US12511598B1,21,T21,2025,US
CN119097892B,14,T14,2024,CN
CN119380414B,2,T2,2024,CN
CN120395905B,2,T2,2025,CN
CN120672691B,-1,Noise,2025,CN
CN120901911B,49,T49,2025,CN
CN120901924B,67,T67,2025,CN
CN121199998A,65,T65,2025,CN
CN121200007A,-1,Noise,2025,CN
CN121200037A,57,T57,2025,CN
CN121200067A,1,T1,2025,CN
CN121200084A,47,T47,2025,CN
CN121201243A,0,T0,2025,CN
CN121204990A,20,T20,2025,CN
CN121206020A,0,T0,2025,CN
CN121206046A,-1,Noise,2025,CN
CN121209388A,6,T6,2025,CN
CN121209571A,38,T38,2025,CN
CN121212193A,5,T5,2025,CN
CN121212731A,10,T10,2025,CN
CN121213647A,-1,Noise,2024,CN
CN121214518A,2,T2,2025,CN
CN223728377U,18,T18,2025,CN
CN223728379U,18,T18,2025,CN
CN223728380U,18,T18,2025,CN
JP7792720B2,69,T69,2024,JP
WO2025264137A1,13,T13,2024,Other
VN120804A,-1,Noise,2025,Other
VN120830A,49,T49,2025,Other
CN116070671B,-1,Noise,2023,CN
CN120422241B,-1,Noise,2025,CN
CN120755902B,4,T4,2025,CN
CN121179415A,-1,Noise,2025,CN
CN121179433A,10,T10,2025,CN
CN121179441A,6,T6,2025,CN
CN121179474A,1,T1,2025,CN
CN121179479A,17,T17,2025,CN
CN121179480A,-1,Noise,2025,CN
CN121180323A,-1,Noise,2025,CN
CN121180324A,0,T0,2025,CN
CN121180327A,0,T0,2025,CN
CN121180331A,0,T0,2025,CN
CN121185305A,27,T27,2025,CN
CN121186788A,1,T1,2025,CN
CN121187341A,7,T7,2025,CN
CN121194347A,-1,Noise,2025,CN
CN223700889U,-1,Noise,2024,CN
CN223702772U,0,T0,2025,CN
CN223702775U,0,T0,2025,CN
US12502769B2,-1,Noise,2023,US
TR2025019033A2,-1,Noise,2025,Other
CN115344040B,-1,Noise,2022,CN
CN121156985A,1,T1,2025,CN
CN121157000A,12,T12,2025,CN
CN121157111A,1,T1,2025,CN
CN121157116A,-1,Noise,2025,CN
CN121158442A,30,T30,2024,CN
CN121163501A,27,T27,2025,CN
CN121163530A,27,T27,2025,CN
CN121163545A,6,T6,2025,CN
CN121170876A,2,T2,2025,CN
IN202411043615A,52,T52,2024,IN
IN202441046419A,8,T8,2024,IN
IN202521037104A,20,T20,2025,IN
IN202541100034A,-1,Noise,2025,IN
IN202541118662A,70,T70,2025,IN
IN202541119428A,28,T28,2025,IN
JP2025541512A,40,T40,2024,JP
US20250381664A1,-1,Noise,2025,US
US20250381668A1,22,T22,2025,US
US20250381681A1,-1,Noise,2025,US
US20250381682A1,-1,Noise,2025,US
WO2025255687A1,-1,Noise,2025,Other
WO2025255888A1,19,T19,2024,Other
WO2025256084A1,-1,Noise,2024,Other
NL2031560B1,-1,Noise,2022,Other
NL4000052B1,66,T66,2025,Other
JP2025540901A,-1,Noise,2023,JP
CN119929016B,-1,Noise,2025,CN
CN121132639A,32,T32,2025,CN
CN121132640A,32,T32,2025,CN
CN121132649A,10,T10,2025,CN
CN121132671A,5,T5,2025,CN
CN121132677A,6,T6,2025,CN
CN121132695A,-1,Noise,2025,CN
CN121132701A,28,T28,2025,CN
CN121132725A,19,T19,2025,CN
CN121132727A,0,T0,2024,CN
CN121133742A,7,T7,2025,CN
CN121133868A,3,T3,2025,CN
CN121133871A,0,T0,2025,CN
CN121133872A,9,T9,2025,CN
CN121143009A,3,T3,2025,CN
CN121143418A,6,T6,2025,CN
CN121143869A,17,T17,2025,CN
CN121145426A,-1,Noise,2025,CN
CN121147659A,7,T7,2025,CN
CN121148009A,2,T2,2025,CN
CN223674176U,43,T43,2025,CN
CN223675210U,2,T2,2024,CN
US12496714B2,-1,Noise,2023,US
CN116749230B,12,T12,2023,CN
CN118991966B,9,T9,2024,CN
CN120716818B,72,T72,2025,CN
CN120909303B,-1,Noise,2025,CN
CN121101964A,48,T48,2025,CN
