doc_id,source_doc_id,simple_family_id,publication_number,bertopic_topic,year
675,706,416138323,CN121835816A,57,2025
676,707,416167792,CN121837157A,30,2025
677,708,416190823,CN121838028A,15,2025
678,709,416152566,CN121842253A,21,2026
679,710,416183674,CN224102963U,0,2025
680,711,416205166,CN224104184U,0,2025
681,712,416280105,IN202641038527A,15,2026
682,713,416280654,IN202641038926A,-1,2026
683,714,416281207,IN202641038945A,-1,2026
684,715,416281851,IN202641040368A,2,2026
685,716,416106918,JP2026062316A,-1,2024
686,718,350322328,EP4001010B1,7,2021
687,719,412902619,CN121386792B,1,2025
688,720,416027469,CN121798581A,5,2025
689,721,416024138,CN121798600A,-1,2025
690,722,416025431,CN121798619A,21,2026
691,723,416026502,CN121798634A,-1,2026
692,724,416028106,CN121798655A,10,2026
693,725,416029448,CN121798674A,17,2025
694,726,416044307,CN121799378A,7,2025
695,727,415981508,CN121801037A,66,2025
696,728,416058875,CN121804723A,66,2026
697,729,415985902,CN121806458A,5,2025
698,730,415988520,CN121806509A,-1,2026
699,731,415988630,CN121806511A,6,2026
700,732,415988680,CN121806512A,-1,2026
701,733,415988229,CN121806572A,38,2025
702,734,415990766,CN121806618A,-1,2025
703,735,416049249,CN121809538A,17,2025
704,736,415986545,CN121811453A,-1,2025
705,737,416057662,CN121814856A,-1,2025
706,738,416291991,KR1020260047037A,6,2024
707,739,344976132,CN114049681B,26,2018
708,740,414205327,CN121552445B,32,2026
709,741,415927629,CN121776725A,36,2025
710,742,415821972,CN121777129A,-1,2026
711,743,415821313,CN121777165A,5,2026
712,744,415823094,CN121777198A,48,2025
713,748,415844430,CN121785330A,-1,2026
714,749,415888285,CN121788194A,42,2025
715,750,415892395,CN121788566A,51,2025
716,751,415863494,CN121793060A,52,2025
717,752,415870963,CN224074361U,-1,2025
718,753,415889401,CN224075659U,0,2025
719,754,415829053,CN224077963U,18,2025
720,755,415904766,CN224083327U,12,2025
721,756,415947808,IN202521012377A,8,2025
722,757,415948413,IN202641013775A,-1,2026
723,758,415948488,IN202641016802A,8,2026
724,759,415804364,WO2026065373A1,15,2024
725,761,346254836,EP4010659B1,-1,2019
726,763,415957094,TWM681730U,-1,2025
727,764,401285955,CN119821068B,1,2025
728,765,410868658,CN121083647B,32,2025
729,766,411321406,CN121156985B,1,2025
730,767,411474829,CN121179441B,6,2025
731,768,411863574,CN121212193B,5,2025
732,769,412196921,CN121267989B,-1,2025
733,770,413341681,CN121447655B,57,2026
734,771,413699049,CN121492057B,57,2026
735,772,415710650,CN121756299A,40,2026
736,773,415712846,CN121756330A,1,2025
737,774,415713396,CN121756339A,1,2025
738,775,415714391,CN121756354A,-1,2026
739,776,415714640,CN121756358A,-1,2026
740,778,415761377,CN121762967A,-1,2025
741,779,415762383,CN121763055A,-1,2025
742,780,415670770,CN121764080A,15,2025
743,781,415672518,CN121764108A,15,2025
744,782,415760162,CN121767901A,56,2025
745,783,415758805,CN121768043A,41,2025
746,784,415667473,CN224059839U,-1,2025
747,785,415687803,CN224061076U,0,2025
748,787,364972293,CN115705703B,50,2021
749,788,375589891,CN116852352B,-1,2023
750,789,378244331,CN117103261B,65,2023
751,790,405928126,CN120451488B,-1,2025
752,791,407771921,CN120687743B,17,2025
753,792,409201541,CN120862689B,-1,2025
754,793,411187115,CN121143869B,17,2025
755,794,411357813,CN121163545B,6,2025
756,795,413428911,CN121459412B,26,2026
757,796,413699812,CN121492069B,47,2026
758,797,414018799,CN121535720B,1,2026
759,798,414517649,CN121589818B,44,2026
760,799,415544323,CN121732752A,36,2025
761,800,415559808,CN121733500A,-1,2026
762,801,415557338,CN121733532A,6,2025
763,802,415558928,CN121733555A,3,2025
764,803,415558988,CN121733556A,1,2025
765,804,415559419,CN121733562A,3,2026
766,806,415560848,CN121733582A,17,2026
767,807,415557815,CN121733612A,13,2026
768,808,415576767,CN121734546A,37,2026
769,809,415506857,CN121736750A,66,2025
770,810,415588208,CN121740003A,-1,2025
771,811,415588507,CN121740007A,-1,2026
772,812,415504108,CN121742308A,3,2025
773,813,415570912,CN121745152A,5,2025
774,815,415604374,CN121746593A,-1,2025
775,816,415609901,CN121746837A,56,2025
776,817,415574544,CN121750997A,52,2026
777,818,415501753,CN224043790U,4,2025
778,819,415503114,CN224043818U,-1,2025
779,820,415503566,CN224043824U,0,2025
780,821,415636197,IN202611015954A,8,2026
781,822,415640308,IN202621015364A,-1,2026
782,823,386088001,CN118023798B,36,2024
783,824,412197363,CN121267943B,5,2025
784,825,412197372,CN121267944B,57,2025
785,826,413502486,CN121468592B,57,2026
786,827,413827724,CN121523059B,6,2026
787,828,415426631,CN121716023A,0,2026
788,829,415427663,CN121716036A,10,2025
789,830,415429731,CN121716066A,-1,2026
790,831,415430187,CN121716074A,19,2026
791,832,415425796,CN121716095A,5,2026
792,833,415427541,CN121716118A,49,2025
793,834,415428050,CN121716126A,-1,2026
794,835,415428128,CN121716127A,47,2026
795,836,415346681,CN121721735A,30,2026
796,838,415350288,CN121722017A,3,2025
797,839,415398381,CN121724724A,35,2025
798,840,415349749,CN121726660A,-1,2025
799,841,415352816,CN224024218U,11,2025
800,842,410751455,CN121067747B,30,2025
801,843,411836919,CN121200084B,47,2025
802,844,411960037,CN121245866B,17,2025
803,845,412895712,CN121374662B,1,2025
804,846,413019269,CN121411291B,1,2025
805,847,413019302,CN121411292B,10,2025
806,848,415248056,CN121696947A,5,2025
807,849,415250645,CN121696985A,1,2026
808,850,415246758,CN121697000A,2,2025
809,851,415248757,CN121697028A,10,2025
810,852,415258187,CN121697382A,0,2025
811,853,415263899,CN121697767A,0,2025
812,854,415244887,CN121701626A,-1,2026
813,856,415193129,CN121704173A,17,2025
814,857,415199341,CN121704503A,74,2024
815,858,415199722,CN121704509A,33,2025
816,860,415247992,CN121706840A,2,2026
817,861,415274188,CN121708231A,33,2025
818,862,415223801,CN121710572A,-1,2025
819,863,415311909,IN202641012362A,48,2026
820,864,415314125,IN202641028164A,21,2026
821,865,415153631,US20260077484A1,-1,2024
822,866,415153650,US20260077485A1,-1,2025
823,867,415153934,US20260077497A1,38,2025
824,868,415158971,US20260080036A1,21,2025
825,870,415183134,WO2026060354A1,70,2025
826,871,415330307,KR1020260038844A,17,2025
827,872,415330300,KR1020260038845A,-1,2025
828,873,415330308,KR1020260038846A,17,2025
829,874,415330324,KR1020260038847A,-1,2025
830,875,360649947,CN115359405B,43,2022
831,876,406618533,CN120538534B,6,2025
832,877,408504428,CN120773051B,1,2025
833,878,409899327,CN120962662B,10,2025
834,879,412749852,CN121361103B,1,2025
835,880,412933699,CN121394963B,49,2025
836,881,413433441,CN121459816B,2,2025
837,882,413856185,CN121515221B,1,2026
838,883,415085426,CN121669965A,66,2025
839,884,415102133,CN121670599A,4,2026
840,885,415097598,CN121670606A,32,2026
841,886,415099140,CN121670626A,1,2025
842,887,415102321,CN121670745A,16,2025
843,889,415121302,CN121671761A,37,2025
844,890,415121936,CN121671770A,-1,2025
845,892,415010567,CN121678003A,-1,2025
846,893,415012972,CN121678033A,1,2026
847,894,415048011,CN121680044A,-1,2025
848,895,415051510,CN121680153A,32,2025
849,896,415052519,CN121680167A,5,2025
850,897,415059079,CN121680399A,-1,2025
851,898,415056243,CN121680439A,-1,2025
852,901,415064347,CN121686287A,54,2025
853,902,415065983,CN121686519A,-1,2025
854,903,415067696,CN121686550A,26,2026
855,904,415123436,CN121689409A,49,2025
856,905,415029639,CN121691496A,-1,2025
857,906,415072443,CN223999641U,9,2026
858,907,373757891,JP7831825B2,4,2022
859,908,415327940,KR1020260037630A,-1,2026
860,909,377052155,CN117011378B,15,2023
861,910,409269655,CN120873640B,47,2025
862,911,414911340,CN121649957A,12,2025
863,912,414915561,CN121650006A,1,2026
864,915,414924364,CN121650591A,-1,2026
865,916,414969384,CN121655500A,27,2025
866,917,414921668,CN121657086A,-1,2025
867,918,414925648,CN121657435A,5,2025
868,919,414930354,CN121657659A,-1,2025
869,920,414930430,CN121657718A,3,2025
870,921,414930709,CN121657722A,10,2025
871,925,414947179,CN121661771A,29,2024
872,926,414960894,CN121662528A,-1,2026
873,927,414954714,CN223990086U,0,2025
874,928,414979121,IN202431067769A,29,2024
875,929,414977667,IN202641024867A,21,2026
876,930,414977843,IN202641024899A,-1,2026
877,931,414580788,JP2026046233A,40,2024
878,932,414852184,JP2026044480A,20,2024
879,934,414867716,US20260072450A1,30,2024
880,935,402355123,CN119975603B,9,2025
881,936,413072704,CN121403422B,57,2025
882,937,413262194,CN121424414B,5,2025
883,938,414756120,CN121625090A,32,2025
884,939,414757418,CN121625117A,28,2025
885,940,414755586,CN121625136A,1,2025
886,941,414756068,CN121625147A,1,2025
887,942,414756581,CN121625157A,10,2026
888,944,414757793,CN121625184A,2,2025
889,945,414759763,CN121625230A,-1,2025
890,946,414768365,CN121626046A,-1,2026
891,947,414774077,CN121626324A,0,2026
892,949,414774163,CN121626326A,37,2026
893,950,414763824,CN121632129A,27,2025
894,951,414805662,CN121635000A,1,2025
895,952,414808785,CN121635338A,5,2025
896,953,414810493,CN121635434A,33,2025
897,954,414810562,CN121635435A,5,2025
898,955,414813443,CN121635478A,-1,2025
899,956,414813718,CN121635554A,1,2025
900,957,414776829,CN121639648A,30,2025
901,958,414786224,CN121640520A,41,2025
902,959,414738732,CN223981815U,-1,2025
903,960,413342610,CN121447710B,-1,2026
904,961,414622782,CN121608127A,12,2026
905,962,414620889,CN121608155A,1,2025
906,963,414626633,CN121608821A,-1,2025
907,964,414626682,CN121608822A,37,2026
908,967,414680964,CN121615680A,17,2025
909,968,414611070,IN202641020606A,70,2026
910,969,414588110,US20260061611A1,44,2025
911,970,414588372,US20260061625A1,-1,2025
912,973,374096977,CN116690557B,-1,2023
913,974,395722745,CN119115940B,5,2024
914,975,414516047,CN121589798A,35,2025
915,977,414533102,CN121590664A,0,2025
916,978,414473095,CN121596874A,-1,2025
917,979,414463979,CN121600201A,56,2025
918,980,414472005,CN121600695A,-1,2024
919,981,414478792,CN223961292U,-1,2025
920,982,378512455,CN117140542B,2,2023
921,983,378531716,CN117141611B,3,2023
922,984,408200617,CN120735021B,17,2025
923,985,408648437,CN120805549B,20,2025
924,986,409894896,CN120979671B,38,2025
925,987,410679756,CN121069743B,5,2025
926,988,411722901,CN121224725B,7,2025
927,989,414368226,CN121572259A,32,2025
928,990,414367683,CN121572325A,-1,2026
929,991,414367878,CN121572328A,1,2026
930,993,414370405,CN121572361A,-1,2025
931,994,414383667,CN121573085A,0,2026
932,995,414432409,CN121578654A,5,2026
933,997,414355625,CN121580848A,-1,2025
934,998,414393551,CN223947923U,13,2025
935,999,414393606,CN223947924U,-1,2025
936,1000,414332611,CN223949242U,0,2025
937,1001,414332693,CN223949244U,13,2025
938,1002,414294504,US20260054369A1,-1,2025
939,1003,414294729,US20260054379A1,-1,2025
940,1005,393403734,EP4698351A2,2,2024
941,1006,376588647,CN116946280B,0,2023
942,1007,406926944,CN120578041B,28,2025
943,1008,410682039,CN121069800B,6,2025
944,1009,414201552,CN121552315A,1,2025
945,1011,414200883,CN121552383A,3,2026
946,1012,414205122,CN121552442A,-1,2025
947,1013,414205267,CN121552444A,32,2025
948,1015,414218845,CN121553273A,2,2025
949,1016,414218502,CN121558023A,38,2025
950,1017,414202313,CN121562404A,5,2025
951,1018,414222685,CN121568191A,44,2025
952,1019,414162294,CN223933636U,-1,2025
953,1020,414186470,CN223934846U,37,2025
954,1021,414147828,JP2026031287A,11,2024
955,1022,388166941,US12558801B2,-1,2023
956,1023,414137398,IN202641014325A,22,2026
957,1024,414137898,IN202641015026A,21,2026
958,1025,KZ20240953120241108,KZ37827B,71,2024
959,1026,414093652,US20260048506A1,-1,2025
960,1027,393042140,EP4696465A1,-1,2024
961,1028,414088841,EP4696468A2,-1,2022
962,1029,367163459,CN115933628B,27,2022
963,1030,376589949,CN116946390B,0,2023
964,1031,411030479,CN121105040B,1,2025
965,1032,412917545,CN121375984B,0,2025
966,1034,414020453,CN121535742A,1,2025
967,1035,414021101,CN121535750A,1,2025
968,1036,414018735,CN121535790A,-1,2025
969,1037,414036442,CN121541463A,6,2025
970,1039,414015261,CN121544855A,-1,2025
971,1040,413981710,CN121547747A,44,2026
972,1041,371151170,US12552034B2,22,2022
973,1042,414081738,US12552038B1,38,2024
974,1044,408655033,CN120807727B,68,2025
975,1045,410056399,CN120985675B,1,2025
976,1046,410056751,CN120991885B,27,2025
977,1047,410743853,CN121061903B,5,2025
978,1048,411030844,CN121105047B,32,2025
979,1049,411356755,CN121163530B,27,2025
980,1050,412136641,CN121277188B,1,2025
981,1051,413834055,CN121514170A,-1,2025
982,1052,413851687,CN121515156A,-1,2025
983,1053,413851954,CN121515160A,-1,2025
984,1054,413853338,CN121515181A,1,2025
985,1055,413855052,CN121515206A,1,2025
986,1056,413855413,CN121515211A,6,2025
987,1058,413852714,CN121515248A,-1,2026
988,1059,413876629,CN121516134A,9,2025
989,1060,413885993,CN121520929A,52,2025
990,1061,413889149,CN121521112A,-1,2025
991,1062,413918175,CN121522574A,2,2025
992,1063,413826851,CN121523030A,-1,2025
993,1065,413832731,CN121523385A,3,2025
994,1066,413920257,CN121527069A,6,2025
995,1067,413917927,CN121527121A,26,2025
996,1068,413918004,CN121527122A,26,2025
997,1069,413844086,CN121528482A,-1,2025
998,1070,413832442,CN223903975U,-1,2025
999,1071,413895491,CN223912268U,49,2025
1000,1072,413817969,IN202541124066A,21,2025
1001,1073,413804563,WO2026035805A1,38,2025
1002,1074,392636222,EP4691698A1,74,2023
1003,1075,392643385,EP4691708A1,25,2024
1004,1076,378760349,CN117125167B,0,2023
1005,1077,410743964,CN121061906B,-1,2025
1006,1078,411719886,CN121223868B,-1,2025
1007,1079,413695234,CN121491998A,12,2025
1008,1080,413696359,CN121492014A,10,2025
1009,1081,413696962,CN121492023A,38,2025
1010,1082,413699464,CN121492064A,10,2026
1011,1083,413699510,CN121492065A,1,2026
1012,1086,413700396,CN121492078A,0,2025
1013,1087,413700445,CN121492079A,0,2026
1014,1088,413698678,CN121492102A,-1,2025
1015,1089,413698740,CN121492103A,-1,2025
1016,1092,413651888,CN121499736A,20,2024
1017,1093,413670185,CN121500982A,33,2026
1018,1094,413671746,CN121501008A,15,2025
1019,1095,413710426,CN121503548A,35,2024
1020,1096,413654126,CN121505377A,5,2025
1021,1097,403081238,CN120056123B,5,2025
1022,1098,409204148,CN120862748B,-1,2025
1023,1099,411177286,CN121132701B,28,2025
1024,1100,413541154,CN121464838A,39,2025
1025,1101,413501768,CN121468487A,-1,2025
1026,1102,413500376,CN121468516A,-1,2025
1027,1103,413500432,CN121468518A,2,2025
1028,1104,413500517,CN121468521A,27,2025
1029,1105,413500544,CN121468522A,5,2025
1030,1106,413501663,CN121468564A,71,2025
1031,1107,413502072,CN121468577A,-1,2025
1032,1109,413501054,CN121468602A,10,2026
1033,1110,413501351,CN121468612A,-1,2025
1034,1111,413501480,CN121468616A,4,2025
1035,1112,413501811,CN121468627A,4,2025
1036,1113,413502377,CN121468646A,13,2025
1037,1114,413503260,CN121468674A,-1,2025
1038,1115,413507890,CN121469202A,0,2025
1039,1116,413515277,CN121469757A,0,2025
1040,1117,413496372,CN121475168A,10,2025
1041,1118,413530088,CN121477902A,2,2026
1042,1119,413529270,CN121477950A,3,2025
1043,1121,413529583,CN121477956A,5,2025
1044,1122,413553928,CN121479665A,15,2025
1045,1123,413569609,CN121480731A,-1,2025
1046,1126,413597354,CN223876997U,-1,2024
1047,1127,413610321,CN223878118U,-1,2025
1048,1128,413627894,IN202641000645A,1,2026
1049,1129,413386599,US20260034683A1,-1,2025
1050,1130,413484463,WO2026025420A1,8,2024
1051,1132,392640109,EP4686379A1,-1,2023
1052,1133,365821883,CN115775257B,-1,2021
1053,1134,368714088,CN116088546B,-1,2022
1054,1135,399940653,CN119644827B,44,2024
1055,1136,400062868,CN119672114B,35,2024
1056,1137,404659190,CN120277963B,1,2025
1057,1138,409201560,CN120862690B,5,2025
1058,1139,410086445,CN120993711B,6,2025
1059,1140,411842144,CN121200037B,57,2025
1060,1141,413342056,CN121447588A,9,2025
1061,1142,413342088,CN121447591A,-1,2025
1062,1143,413342257,CN121447603A,4,2025
1063,1144,413342442,CN121447613A,15,2025
1064,1145,413342520,CN121447617A,-1,2025
1065,1146,413343152,CN121447647A,57,2025
1066,1148,413342109,CN121447687A,-1,2025
1067,1150,413349860,CN121448540A,9,2025
1068,1151,413397383,CN121454954A,3,2025
1069,1153,413399563,CN121455194A,-1,2025
1070,1154,413399579,CN121455195A,-1,2025
1071,1155,413399615,CN121455197A,-1,2025
1072,1156,413399786,CN121455208A,38,2025
1073,1158,413433380,CN121459815A,2,2025
1074,1160,413437137,CN121460273A,-1,2025
1075,1161,413374654,CN223864997U,9,2025
1076,1162,398907952,US12539621B1,4,2025
1077,1163,412742750,KR102922421B1,-1,2024
1078,1164,398138781,KR102921123B1,-1,2023
1079,1165,376928198,CN116985110B,45,2022
1080,1166,405510638,CN120386385B,3,2025
1081,1167,409640717,CN120928375B,27,2025
1082,1168,409896632,CN120962680B,-1,2025
1083,1169,410090204,CN120993921B,5,2025
1084,1170,411009837,CN121115523B,5,2025
1085,1171,413259427,CN121424378A,35,2025
1086,1172,413259550,CN121424380A,-1,2025
1087,1173,413259658,CN121424382A,-1,2025
1088,1174,413260926,CN121424399A,-1,2025
1089,1176,413264761,CN121424441A,19,2025
1090,1177,413259610,CN121424456A,12,2025
1091,1178,413272540,CN121430571A,3,2025
1092,1179,413302270,CN121432023A,1,2025
1093,1180,413205956,CN121432930A,-1,2025
1094,1181,413209732,CN121433294A,-1,2025
1095,1182,413209886,CN121433297A,33,2025
1096,1183,413219887,CN121433794A,2,2025
1097,1184,413267290,CN121436022A,42,2025
1098,1185,413267689,CN121436027A,5,2025
1099,1186,413212259,CN121438818A,2,2025
1100,1187,413273680,CN121442067A,-1,2025
1101,1188,413198036,CN223849299U,0,2025
1102,1189,413324512,IN202521118909A,-1,2025
1103,1190,413325951,IN202541133607A,8,2025
1104,1191,413326112,IN202641003589A,-1,2026
1105,1192,413327606,IN202641005878A,19,2026
1106,1193,413170182,US20260028073A1,9,2025
1107,1195,413184157,WO2026024572A1,9,2025
1108,1196,413185085,WO2026024785A1,38,2025
1109,1197,334121355,EP4101376B1,-1,2020
1110,1198,394204818,JP2026013337A,28,2024
1111,1200,403114305,CN120063317B,15,2025
1112,1201,409502447,CN120909299B,33,2025
1113,1202,410689834,CN121075330B,65,2025
1114,1203,413073213,CN121403356A,5,2025
1115,1204,413074685,CN121403374A,-1,2025
1116,1205,413075014,CN121403379A,1,2025
1117,1208,413073929,CN121403438A,0,2025
1118,1209,413079953,CN121409605A,16,2025
1119,1210,413018438,CN121411264A,15,2025
1120,1213,413021237,CN121411344A,10,2025
1121,1214,413021424,CN121411440A,27,2025
1122,1215,413019459,CN121411476A,1,2025
1123,1216,413067717,CN121413824A,-1,2025
1124,1217,413085922,CN121414777A,26,2025
1125,1218,413044681,CN121417592A,-1,2025
1126,1219,413112744,CN223834516U,13,2025
1127,1220,413090260,CN223837853U,18,2025
1128,1221,409042719,CN120839819B,4,2025
1129,1222,412894966,CN121374573A,-1,2025
1130,1223,412895587,CN121374580A,10,2025
1131,1224,412895927,CN121374584A,5,2025
1132,1225,412896970,CN121374596A,-1,2025
1133,1226,412894862,CN121374652A,65,2025
1134,1227,412895300,CN121374657A,28,2025
1135,1229,412897352,CN121374680A,20,2025
1136,1231,412892028,CN121374718A,12,2025
1137,1232,412917419,CN121375982A,9,2025
1138,1233,412917492,CN121375983A,9,2025
1139,1235,412895737,CN121386402A,38,2025
1140,1237,412944699,CN121389371A,-1,2025
1141,1238,412944805,CN121389372A,3,2025
1142,1239,412857250,CN121390127A,5,2025
